time (min),response
30.25,0.6279164131227752
30.26,0.6117215457730747
30.27,0.5949635154140338
30.28,0.5777272368414412
30.29,0.560096616243131
30.3,0.5421539316969393
30.31,0.5239792629949385
30.32,0.505649975137733
30.33,0.4872402587948814
30.34,0.4688207299869307
30.35,0.45045809023243505
30.36,0.43221484743587824
30.37,0.4141490968866148
30.38,0.39631436090714944
30.39,0.3787594849419215
30.4,0.3615285872240756
30.41,0.3446610586015155
30.42,0.328191608649282
30.43,0.3121503538418593
30.44,0.2965629433059804
30.45,0.28145071751729367
30.46,0.26683089523750364
30.47,0.2527167840060596
30.48,0.2391180095929752
30.49,0.22604075997935055
30.5,0.21348803964887886
30.51,0.20145993023861442
30.52,0.18995385389963024
30.53,0.1789648360493757
30.54,0.16848576454781247
30.55,0.15850764269028483
30.56,0.14901983377419573
30.57,0.14001029535608595
30.58,0.13146580166543614
30.59,0.12337215297528487
30.6,0.11571437104418598
30.61,0.1084768800349271
30.62,0.10164367258100566
30.63,0.09519846091004085
30.64,0.08912481314326173
30.65,0.08340627507204873
30.66,0.07802647786612087
30.67,0.0729692322948409
30.68,0.06821861014405288
30.69,0.06375901358799774
30.7,0.059575233330825046
30.71,0.055652496367167216
30.72,0.051976504228559636
30.73,0.04853346258408039
30.74,0.045310103052048516
30.75,0.04229369805673723
30.76,0.03947206953223878
30.77,0.036833592236453515
30.78,0.03436719239370564
30.79,0.03206234233613925
30.8,0.029909051763272528
30.81,0.027897856187228145
30.82,0.02601980307909277
30.83,0.024266436180692356
30.84,0.02262977839632477
30.85,0.02110231363143874
30.86,0.019676967900156987
30.87,0.01834708998136997
30.88,0.017106431863997906
30.89,0.01594912918606157
30.9,0.014869681839505407
30.91,0.013862934883153606
30.92,0.012924059879773686
30.93,0.012048536749742399
30.94,0.011232136213183377
30.95,0.010470902874438782
30.96,0.009761138987162589
30.97,0.00909938892501112
30.98,0.008482424371590839
30.99,0.00790723023387141
31.0,0.007370991275418219
31.01,0.00687107945941938
31.02,0.006405041986343987
31.03,0.005970590007052533
31.04,0.005565587989109063
31.05,0.005188043711782808
31.06,0.0048360988636703215
31.07,0.004508020215874137
31.08,0.004202191343178466
31.09,0.003917104865545153
31.1,0.0036513551824714926
31.11,0.0034036316732103033
31.12,0.003172712336521179
31.13,0.002957457844436639
31.14,0.0027568059854508856
31.15,0.0025697664735479845
31.16,0.0023954161005356
31.17,0.0022328942102368163
31.18,0.0020813984741792245
31.19,0.00194018094950768
31.2,0.0018085444009144855
31.21,0.0016858388694204515
31.22,0.001571458471851893
31.23,0.0014648384158269354
31.24,0.0013654522159978963
31.25,0.0012728090981816347
31.26,0.0011864515788562544
31.27,0.0011059532083003032
31.28,0.0010309164664082042
31.29,0.0009609708009287603
31.3,0.0008957707985442885
31.31,0.0008349944798407784
31.32,0.0007783417098105662
31.33,0.0007255327160862552
31.34,0.0006763067076238578
31.35,0.000630420587041756
31.36,0.0005876477502767295
31.37,0.0005477769676451505
31.38,0.0005106113407954554
31.39,0.0004759673304093358
31.4,0.0004436738498570639
31.41,0.0004135714203355406
31.42,0.0003855113833207973
31.43,0.00035935516644812395
31.44,0.0003349735991965505
31.45,0.0003122462749997962
31.46,0.0002910609566343645
31.47,0.00027131302194940326
31.48,0.000252904947201427
31.49,0.00023574582544304328
31.5,0.00021975091758736254
31.51,0.00020484123393148742
31.52,0.00019094314407245585
31.53,0.00017798801328942584
31.54,0.00016591186359652687
31.55,0.00015465505779244616
31.56,0.00014416200494664125
31.57,0.00013438088586763193
31.58,0.00012526339719777055
31.59,0.00011676451287061067
31.6,0.00010884226175297163
31.61,0.00010145752037352314
31.62,9.457381971433445e-05
31.63,8.8157165111269e-05
31.64,8.217586837375678e-05
31.65,7.660039129495406e-05
31.66,7.140319977940638e-05
31.67,6.65586278679033e-05
31.68,6.204275098796734e-05
31.69,5.783326780405861e-05
31.7,5.390939008403488e-05
31.71,5.0251740037940606e-05
31.72,4.6842254622187866e-05
31.73,4.3664096336496507e-05
31.74,4.0701570073114056e-05
31.75,3.794004560764103e-05
31.76,3.536588534872475e-05
31.77,3.2966376989792366e-05
31.78,3.072967073024028e-05
31.79,2.8644720756060265e-05
31.8,2.670123069089047e-05
31.81,2.4889602748131156e-05
31.82,2.320089033299708e-05
31.83,2.1626753860462332e-05
31.84,2.015941957089322e-05
31.85,1.8791641140012046e-05
31.86,1.7516663893603283e-05
31.87,1.6328191450264073e-05
31.88,1.522035462749433e-05
31.89,1.4187682457594846e-05
31.9,1.3225075170296682e-05
31.91,1.2327779008748192e-05
31.92,1.1491362754586912e-05
31.93,1.0711695846273232e-05
31.94,9.984927982783328e-06
31.95,9.307470112146232e-06
31.96,8.675976711210884e-06
31.97,8.087329269513231e-06
31.98,7.538620896168373e-06
31.99,7.027141974436076e-06
32.0,6.550366793980746e-06
32.01,6.105941095967353e-06
32.02,5.691670470993029e-06
32.03,5.305509554549596e-06
32.04,4.945551969246824e-06
32.05,4.6100209675148896e-06
32.06,4.297260732962986e-06
32.07,4.005728303126647e-06
32.08,3.7339860810521437e-06
32.09,3.480694908185909e-06
32.1,3.244607676469502e-06
32.11,3.0245634635747787e-06
32.12,2.819482182044747e-06
32.13,2.628359740959212e-06
32.14,2.4502637279323896e-06
32.15,2.2843296300985713e-06
32.16,2.1297576256857353e-06
32.17,1.9858099932917807e-06
32.18,1.851809204671474e-06
32.19,1.7271367893953879e-06
32.2,1.6112330869890874e-06
32.21,1.5035980350502274e-06
32.22,1.4037931815039613e-06
32.23,1.311445156890945e-06
32.24,1.2262508998783396e-06
32.25,1.1479849977669127e-06
32.26,1.0765095855775777e-06
32.27,1.0117873445481091e-06
32.28,9.538982560132803e-07
32.29,9.030609024246374e-07
32.3,8.596592667027456e-07
32.31,8.24276167484651e-07
32.32,7.977346846736254e-07
32.33,7.81149180769509e-07
32.34,7.759878126929542e-07
32.35,7.84148760254777e-07
32.36,8.080527751302812e-07
32.37,8.507550821481247e-07
32.38,9.160801466310058e-07
32.39,1.0087833607556332e-06
32.4,1.1347443011352153e-06
32.41,1.3011968708944352e-06
32.42,1.5170023630797914e-06
32.43,1.7929722675004177e-06
32.44,2.142248487360863e-06
32.45,2.58074953037944e-06
32.46,3.1276921838737342e-06
32.47,3.806199163751414e-06
32.48,4.644004229046619e-06
32.49,5.6742672581125856e-06
32.5,6.936512766695102e-06
32.51,8.477706283839116e-06
32.52,1.0353483855398433e-05
32.53,1.2629550677781675e-05
32.54,1.5383265431464522e-05
32.55,1.870542723380328e-05
32.56,2.2702282207324638e-05
32.57,2.749776640071991e-05
32.58,3.3236001138612626e-05
32.59,4.0084055741717514e-05
32.6,4.82349908780623e-05
32.61,5.7911193503548825e-05
32.62,6.936801135199129e-05
32.63,8.28976911701812e-05
32.64,9.883362029611313e-05
32.65,0.00011755486569176794
32.66,0.00013949099811930285
32.67,0.0001651271817622554
32.68,0.00019500950122891235
32.69,0.00022975048854666962
32.7,0.0002700348025007667
32.71,0.0003166250015596418
32.72,0.00037036733976445136
32.73,0.00043219750248160835
32.74,0.0005031461860077032
32.75,0.0005843444118934605
32.76,0.0006770284537851005
32.77,0.0007825442418671864
32.78,0.0009023510979814103
32.79,0.0010380246435679119
32.8,0.0011912587131397067
32.81,0.0013638660985014254
32.82,0.0015577779438037394
32.83,0.0017750416092545305
32.84,0.0020178168223279227
32.85,0.0022883699400711457
32.86,0.0025890661549995263
32.87,0.002922359490437866
32.88,0.003290780449316806
32.89,0.003696921203546799
32.9,0.0041434182393007175
32.91,0.004632932406804928
32.92,0.0051681263614708544
32.93,0.005751639426088969
32.94,0.0063860599509738564
32.95,0.0070738952997865855
32.96,0.007817539642592679
32.97,0.008619239793644524
32.98,0.009481059388382427
32.99,0.010404841751141489
33.0,0.011392171860713843
33.01,0.012444337873977869
33.02,0.013562292716792651
33.03,0.01474661629492442
33.04,0.015997478914446004
33.05,0.017314606529446643
33.06,0.018697248453799026
33.07,0.020144148181891815
33.08,0.021653517959761354
33.09,0.023223017732053847
33.1,0.024849739061300963
33.11,0.026530194573752504
33.12,0.02826031343050054
33.13,0.030035443254318495
33.14,0.03185035886206129
33.15,0.03369927806078683
33.16,0.035575884664155004
33.17,0.03747335877594974
33.18,0.03938441427150212
33.19,0.041301343287684276
33.2,0.04321606741019198
33.21,0.04512019512570866
33.22,0.0470050849887069
33.23,0.04886191384069296
33.24,0.05068174931631989
33.25,0.05245562577825059
33.26,0.05417462274336335
33.27,0.05582994479871558
33.28,0.05741300195849027
33.29,0.05891548938417493
33.3,0.060329465380437576
33.31,0.06164742658919097
33.32,0.06286237933411898
33.33,0.06396790611722306
33.34,0.06495822633678654
33.35,0.06582825038140433
33.36,0.0665736263556185
33.37,0.06719077880722395
33.38,0.06767693895216367
33.39,0.06803016602743672
33.4,0.06824935954287295
33.41,0.0683342623460286
33.42,0.06828545455793127
33.43,0.06810433857799172
33.44,0.06779311549133014
33.45,0.06735475333839114
33.46,0.06679294782265882
33.47,0.066112076135415
33.48,0.06531714466507846
33.49,0.06441373143128888
33.5,0.06340792413960882
33.51,0.062306254790881005
33.52,0.061115631799788364
33.53,0.05984327058017549
33.54,0.05849662354086118
33.55,0.05708331040598228
33.56,0.05561104972954327
33.57,0.05408759241645407
33.58,0.052520657993566464
33.59,0.050917874296100285
33.6,0.04928672114928366
33.61,0.04763447853418089
33.62,0.045968179632637475
33.63,0.04429456905094773
33.64,0.04262006642732173
33.65,0.040950735536148385
33.66,0.03929225891417661
33.67,0.037649917951327515
33.68,0.03602857831326558
33.69,0.034432680494922235
33.7,0.0328662352447465
33.71,0.031332823548899505
33.72,0.02983560082327808
33.73,0.0283773049291852
33.74,0.026960267605402384
33.75,0.025586428895159868
33.76,0.024257354140419993
33.77,0.022974253117484432
33.78,0.021738000896347812
33.79,0.020549160020735972
33.8,0.019408003625522863
33.81,0.018314539132250056
33.82,0.017268532191009274
33.83,0.016269530567016514
33.84,0.015316887702078988
33.85,0.01440978571395157
33.86,0.013547257629664232
33.87,0.012728208681625401
33.88,0.011951436527054838
33.89,0.011215650281680676
33.9,0.010519488287184733
33.91,0.009861534558361917
33.92,0.009240333880072168
33.93,0.008654405545732602
33.94,0.008102255748179134
33.95,0.007582388650260959
33.96,0.007093316176496442
33.97,0.006633566578642814
33.98,0.0062016918372289065
33.99,0.005796273968092694
34.0,0.005415930307973334
34.01,0.00505931785638099
34.02,0.004725136752543925
34.03,0.0044121329663774425
34.04,0.004119100281363102
34.05,0.003844881645160918
34.06,0.003588369960868593
34.07,0.0033485083882943117
34.08,0.0031242902205573103
34.09,0.002914758396942044
34.1,0.002719004708313263
34.11,0.00253616874668091
34.12,0.002365436645779405
34.13,0.0022060396548646247
34.14,0.0020572525834177866
34.15,0.0019183921501151756
34.16,0.0017888152653308992
34.17,0.0016679172725998542
34.18,0.0015551301709143105
34.19,0.0014499208364574423
34.2,0.0013517892594053858
34.21,0.001260266808741914
34.22,0.0011749145356271752
34.23,0.0010953215237313595
34.24,0.0010211032930653463
34.25,0.0009519002622054003
34.26,0.0008873762723924676
34.27,0.0008272171757767365
34.28,0.0007711294890495525
34.29,0.0007188391128441798
34.3,0.0006700901165754457
34.31,0.0006246435878056318
34.32,0.00058227654475904
34.33,0.0005427809102409706
34.34,0.0005059625449388279
34.35,0.00047164033787699505
34.36,0.00043964535165494844
34.37,0.0004098200200091575
34.38,0.00038201739519255334
34.39,0.0003561004426561433
34.4,0.0003319413805358944
34.41,0.0003094210614910347
34.42,0.0002884283944996064
34.43,0.000268859804291756
34.44,0.00025061872618504616
34.45,0.00023361513417791997
34.46,0.00021776510025284907
34.47,0.00020299038293911293
34.48,0.00018921804328460138
34.49,0.0001763800864842384
34.5,0.00016441312751000163
34.51,0.0001532580791819079
34.52,0.0001428598612113739
34.53,0.00013316712883638528
34.54,0.00012413201975254752
34.55,0.00011570991812499443
34.56,0.00010785923454259688
34.57,0.0001005412008488314
34.58,9.371967885224773e-05
34.59,8.736098198451426e-05
34.6,8.143370903491664e-05
34.61,7.590858914759949e-05
34.62,7.075833732184442e-05
34.63,6.595751970603922e-05
34.64,6.148242802344567e-05
34.65,5.7310962512072505e-05
34.66,5.3422522802515456e-05
34.67,4.979790619624519e-05
34.68,4.6419212843105354e-05
34.69,4.326975735050646e-05
34.7,4.033398638845469e-05
34.71,3.759740188393345e-05
34.72,3.5046489425657076e-05
34.73,3.2668651525912003e-05
34.74,3.0452145410053792e-05
34.75,2.838602502659366e-05
34.76,2.6460086991567674e-05
34.77,2.4664820200341377e-05
34.78,2.2991358858047997e-05
34.79,2.1431438696732494e-05
34.8,1.9977356163035156e-05
34.81,1.8621930374866195e-05
34.82,1.7358467659224238e-05
34.83,1.6180728496026887e-05
34.84,1.5082896704733331e-05
34.85,1.4059550721585148e-05
34.86,1.3105636825617654e-05
34.87,1.2216444181238011e-05
34.88,1.138758157410929e-05
34.89,1.0614955725461555e-05
34.9,9.894751077728436e-06
34.91,9.22341095169451e-06
34.92,8.59761998209027e-06
34.93,8.014287744900816e-06
34.94,7.4705334955260896e-06
34.95,6.963671942431508e-06
34.96,6.491199986028969e-06
34.97,6.050784357296415e-06
34.98,5.64025009509713e-06
34.99,5.257569805288949e-06
35.0,4.9008536485841965e-06
35.01,4.568340007711796e-06
35.02,4.258386787797062e-06
35.03,3.969463306994007e-06
35.04,3.7001427373210796e-06
35.05,3.4490950583739314e-06
35.06,3.2150804891142217e-06
35.07,2.996943365300169e-06
35.08,2.7936064323201986e-06
35.09,2.604065525248485e-06
35.1,2.427384609848557e-06
35.11,2.262691160034221e-06
35.12,2.10917184896234e-06
35.13,1.9660685324760375e-06
35.14,1.8326745050643283e-06
35.15,1.7083310098467904e-06
35.16,1.59242398535015e-06
35.17,1.4843810330093776e-06
35.18,1.3836685904185338e-06
35.19,1.2897892963704575e-06
35.2,1.2022795346742202e-06
35.21,1.120707144619828e-06
35.22,1.0446692867830315e-06
35.23,9.737904536318577e-07
35.24,9.077206151093592e-07
35.25,8.461334900353561e-07
35.26,7.887249347898453e-07
35.27,7.352114413216141e-07
35.28,6.853287370640786e-07
35.29,6.388304798438638e-07
35.3,5.954870413377537e-07
35.31,5.550843730695718e-07
35.32,5.174229493472232e-07
35.33,4.823167819192151e-07
35.34,4.495925014851538e-07
35.35,4.1908850152404953e-07
35.36,3.9065414021215047e-07
35.37,3.641489964894868e-07
35.38,3.3944217660095424e-07
35.39,3.164116676876639e-07
35.4,2.94943735236125e-07
35.41,2.7493236141012226e-07
35.42,2.562787214914645e-07
35.43,2.388906958445551e-07
35.44,2.226824149948844e-07
35.45,2.075738355757511e-07
35.46,1.9349034504983622e-07
35.47,1.8036239325478791e-07
35.48,1.6812514895526717e-07
35.49,1.5671817970777578e-07
35.5,1.4608515346102984e-07
35.51,1.361735604232037e-07
35.52,1.2693445382974616e-07
35.53,1.183222083413465e-07
35.54,1.102942948925676e-07
35.55,1.0281107089832931e-07
35.56,9.583558480825555e-08
35.57,8.933339407976267e-08
35.58,8.327239572028956e-08
35.59,7.762266862950248e-08
35.6,7.235632705503704e-08
35.61,6.744738456344512e-08
35.62,6.287162802468557e-08
35.63,5.86065012176497e-08
35.64,5.4630997791813556e-08
35.65,5.092556347276976e-08
35.66,4.747200758665291e-08
35.67,4.425342421171612e-08
35.68,4.125412356014411e-08
35.69,3.8459574568815015e-08
35.7,3.5856360159523014e-08
35.71,3.3432147248892375e-08
35.72,3.11756743869341e-08
35.73,2.9076760932750087e-08
35.74,2.712634300179619e-08
35.75,2.531654312437967e-08
35.76,2.3640782743511697e-08
35.77,2.2093949482188695e-08
35.78,2.0672634687721986e-08
35.79,1.9375461315457835e-08
35.8,1.8203527995189297e-08
35.81,1.7161002437402237e-08
35.82,1.6255906559440542e-08
35.83,1.5501147302737296e-08
35.84,1.4915861629595584e-08
35.85,1.4527162306696699e-08
35.86,1.4372393615749371e-08
35.87,1.4502034053966688e-08
35.88,1.4983417560577866e-08
35.89,1.5905487209464775e-08
35.9,1.73848472700252e-08
35.91,1.95734429693953e-08
35.92,2.266827441981835e-08
35.93,2.6923644593514996e-08
35.94,3.266655391890766e-08
35.95,4.031598945609656e-08
35.96,5.040701857738066e-08
35.97,6.362079002505222e-08
35.98,8.082177406791432e-08
35.99,1.0310384370189636e-07
36.0,1.3184711646012537e-07
36.01,1.6878784797551984e-07
36.02,2.1610410103807425e-07
36.03,2.765204150206386e-07
36.04,3.534352780712783e-07
36.05,4.510758664666906e-07
36.06,5.746852701183356e-07
36.07,7.30748278356311e-07
36.08,9.272627632608785e-07
36.09,1.1740647756050796e-06
36.1,1.4832166663234282e-06
36.11,1.8694688679835356e-06
36.12,2.3508074173355594e-06
36.13,2.9491008700280887e-06
36.14,3.69086194662969e-06
36.15,4.608141045344906e-06
36.16,5.739570645961589e-06
36.17,7.1315815901090444e-06
36.18,8.83981422596235e-06
36.19,1.0930749414140296e-05
36.2,1.3483586359456955e-05
36.21,1.6592396104339625e-05
36.22,2.036858122716434e-05
36.23,2.4943673754149966e-05
36.24,3.0472504427050266e-05
36.25,3.7136777168698094e-05
36.26,4.51490827415327e-05
36.27,5.4757385076125945e-05
36.28,6.625001242416955e-05
36.29,7.996118322158733e-05
36.3,9.62770931850462e-05
36.31,0.00011564258556036729
36.32,0.00013856842044498026
36.33,0.00016563915157727764
36.34,0.00019752160979063184
36.35,0.00023497398135609502
36.36,0.0002788554565935002
36.37,0.00033013640935469866
36.38,0.0003899090512551387
36.39,0.000459398485871576
36.4,0.0005399740676150517
36.41,0.0006331609477635699
36.42,0.0007406516664105258
36.43,0.0008643176241277462
36.44,0.0010062202413230056
36.45,0.001168621587025527
36.46,0.001353994232695763
36.47,0.001565030061231335
36.48,0.001804647737315967
36.49,0.0020759985234052184
36.5,0.0023824701067718147
36.51,0.002727688088033991
36.52,0.0031155147713488813
36.53,0.0035500448919107606
36.54,0.004035597918444307
36.55,0.004576706577886505
36.56,0.005178101267238638
36.57,0.0058446900443078365
36.58,0.006581533925356506
36.59,0.007393817263902789
36.6,0.008286813041328516
36.61,0.00926584296651153
36.62,0.010336232358126857
36.63,0.011503259869077945
36.64,0.012772102206815112
36.65,0.014147774105020779
36.66,0.015635063909757007
36.67,0.0172384652550554
36.68,0.018962105416946123
36.69,0.020809671048901277
36.7,0.022784332112985636
36.71,0.0248886649271245
36.72,0.027124575346925354
36.73,0.02949322318754945
36.74,0.031994949064522445
36.75,0.0346292048891696
36.76,0.03739448929217266
36.77,0.04028828926505229
36.78,0.04330702930242685
36.79,0.04644602929596699
36.8,0.04969947237295768
36.81,0.05306038378796541
36.82,0.05652062186509609
36.83,0.06007088185169214
36.84,0.06370071338314502
36.85,0.0673985520751232
36.86,0.07115176555640354
36.87,0.07494671403590701
36.88,0.07876882526556774
36.89,0.08260268352029991
36.9,0.08643213197259322
36.91,0.0902403875968436
36.92,0.09401016750295041
36.93,0.0977238253748102
36.94,0.10136349648255831
36.95,0.10491124955230104
36.96,0.10834924361850773
36.97,0.111659887855965
36.98,0.11482600229366949
36.99,0.11783097725517948
37.0,0.12065892935037051
37.01,0.12329485186357574
37.02,0.1257247574426404
37.03,0.127935811092003
37.04,0.1299164516086413
37.05,0.13165649977013053
37.06,0.13314725178591127
37.07,0.13438155675190375
37.08,0.13535387710030466
37.09,0.13606033130540268
37.1,0.13649871838712532
37.11,0.13666852404083668
37.12,0.13657090850882625
37.13,0.13620867659013328
37.14,0.135586230455202
37.15,0.13470950618511177
37.16,0.13358589518700628
37.17,0.13222415184361333
37.18,0.1306342889319261
37.19,0.1288274624913675
37.2,0.126815847933192
37.21,0.12461250925921358
37.22,0.12223126329891436
37.23,0.11968654088008822
37.24,0.11699324682047316
37.25,0.11416662056844061
37.26,0.11122209923208737
37.27,0.10817518462130844
37.28,0.10504131578988987
37.29,0.10183574840834236
37.3,0.09857344212718376
37.31,0.09526895690860407
37.32,0.09193635911635652
37.33,0.08858913796308325
37.34,0.08524013272524716
37.35,0.08190147095167977
37.36,0.07858451771591986
37.37,0.07529983579785238
37.38,0.072057156528837
37.39,0.06886536089877868
37.4,0.06573247040460803
37.41,0.06266564701867344
37.42,0.05967120157279711
37.43,0.05675460978961576
37.44,0.053920535146716964
37.45,0.051172857730578336
37.46,0.04851470822515193
37.47,0.045948506183060935
37.48,0.04347600174430958
37.49,0.04109831999636721
37.5,0.03881600720900126
37.51,0.036629078225309815
37.52,0.03453706434548581
37.53,0.03253906109997897
37.54,0.030633775372415743
37.55,0.0288195713983146
37.56,0.02709451523174626
37.57,0.02545641733754
37.58,0.023902873030144385
37.59,0.022431300541021052
37.6,0.021038976553544916
37.61,0.019723069097312185
37.62,0.018480667742050597
37.63,0.017308811074598286
37.64,0.01620451148063574
37.65,0.015164777285866847
37.66,0.014186632339332142
37.67,0.013267133144551111
37.68,0.012403383662587308
37.69,0.01159254792512083
37.7,0.010831860605632302
37.71,0.010118635703147425
37.72,0.009450273496126085
37.73,0.008824265924401158
37.74,0.008238200554938862
37.75,0.00768976328306285
37.76,0.0071767399149710595
37.77,0.006697016770281238
37.78,0.00624858043523518
37.79,0.005829516788403841
37.8,0.005438009411518106
37.81,0.005072337488599746
37.82,0.004730873287119834
37.83,0.004412079305591668
37.84,0.004114505162978515
37.85,0.0038367842966349876
37.86,0.0035776305273103734
37.87,0.0033358345420758362
37.88,0.003110260338916544
37.89,0.0028998416702003863
37.9,0.002703578516280583
37.91,0.002520533615125307
37.92,0.002349829069055733
37.93,0.0021906430454132738
37.94,0.002042206584220399
37.95,0.001903800522630023
37.96,0.00177475254312498
37.97,0.0016544343500062247
37.98,0.0015422589766568363
37.99,0.0014376782243438733
38.0,0.001340180231897626
38.01,0.0012492871744430919
38.02,0.0011645530884291087
38.03,0.0010855618194668543
38.04,0.001011925088931491
38.05,0.0009432806748720208
38.06,0.0008792907024877238
38.07,0.0008196400392519248
38.08,0.0007640347896707526
38.09,0.0007122008846463647
38.1,0.0006638827604510485
38.11,0.000618842122403445
38.12,0.0005768567884598757
38.13,0.0005377196080807412
38.14,0.0005012374519014336
38.15,0.00046723026791900204
38.16,0.0004355302000984989
38.17,0.0004059807654986341
38.18,0.0003784360862153656
38.19,0.00035276017263866473
38.2,0.0003288262547125516
38.21,0.0003065161580772242
38.22,0.00028571972215561507
38.23,0.0002663342574237623
38.24,0.00024826403927296915
38.25,0.00023141983603361225
38.26,0.00021571846888350865
38.27,0.00020108240150965161
38.28,0.0001874393575292405
38.29,0.00017472196380567296
38.3,0.0001628674179175611
38.31,0.0001518171781532506
38.32,0.00014151667451137143
38.33,0.00013191503928874505
38.34,0.00012296485593191978
38.35,0.00011462192491697405
38.36,0.0001068450455051313
38.37,9.95958122993737e-05
38.38,9.283842559940722e-05
38.39,8.653951462009889e-05
38.4,8.066797270148921e-05
38.41,7.519480369756388e-05
38.42,7.009297878577754e-05
38.43,6.533730299073394e-05
38.44,6.090429076316539e-05
38.45,5.6772050000105725e-05
38.46,5.2920173933655234e-05
38.47,4.932964035456224e-05
38.48,4.5982717673104655e-05
38.49,4.2862877353388396e-05
38.5,3.995471228871284e-05
38.51,3.72438607149114e-05
38.52,3.47169352859883e-05
38.53,3.236145696179596e-05
38.54,3.016579338126329e-05
38.55,2.8119101416880468e-05
38.56,2.621127362672789e-05
38.57,2.4432888339631387e-05
38.58,2.2775163126925038e-05
38.59,2.1229911431073246e-05
38.6,1.978950213695378e-05
38.61,1.8446821886141328e-05
38.62,1.7195239948103928e-05
38.63,1.602857547481499e-05
38.64,1.4941066977082351e-05
38.65,1.392734387184173e-05
38.66,1.2982399959920103e-05
38.67,1.2101568703277919e-05
38.68,1.1280500179647045e-05
38.69,1.0515139600746815e-05
38.7,9.801707288003842e-06
38.71,9.136680006880839e-06
38.72,8.516773567631404e-06
38.73,7.93892660656555e-06
38.74,7.4002854677229265e-06
38.75,6.898190110298087e-06
38.76,6.430160972216593e-06
38.77,5.993886724996083e-06
38.78,5.58721285941638e-06
38.79,5.208131045627651e-06
38.8,4.8547692151581685e-06
38.81,4.525382315837229e-06
38.82,4.2183436939805464e-06
38.83,3.932137061275737e-06
38.84,3.665349006701566e-06
38.85,3.416662016499007e-06
38.86,3.184847967722465e-06
38.87,2.9687620632430963e-06
38.88,2.7673371782495767e-06
38.89,2.579578590328951e-06
38.9,2.4045590671001986e-06
38.91,2.2414142871438826e-06
38.92,2.0893385716122696e-06
38.93,1.9475809054423107e-06
38.94,1.8154412285207176e-06
38.95,1.692266978487414e-06
38.96,1.5774498681031713e-06
38.97,1.4704228812659648e-06
38.98,1.3706574728428028e-06
38.99,1.2776609584871588e-06
39.0,1.190974081552776e-06
39.01,1.1101687450871084e-06
39.02,1.0348458977052949e-06
39.03,9.646335629035413e-07
39.04,8.991850020793885e-07
39.05,8.381770021880919e-07
39.06,7.813082795779937e-07
39.07,7.282979921228724e-07
39.08,6.788843523029092e-07
39.09,6.328233343858528e-07
39.1,5.898874693234443e-07
39.11,5.498647214115706e-07
39.12,5.125574411672064e-07
39.13,4.777813892505033e-07
39.14,4.453648266120575e-07
39.15,4.15147666371726e-07
39.16,3.869806832411041e-07
39.17,3.607247765850473e-07
39.18,3.3625028348318653e-07
39.19,3.1343633839874715e-07
39.2,2.92170276292783e-07
39.21,2.723470762359648e-07
39.22,2.538688427701316e-07
39.23,2.3664432245861952e-07
39.24,2.205884532376529e-07
39.25,2.0562194434346222e-07
39.26,1.9167088474043898e-07
39.27,1.7866637811680123e-07
39.28,1.6654420264510024e-07
39.29,1.5524449382725753e-07
39.3,1.4471144885805188e-07
39.31,1.348930510469327e-07
39.32,1.2574081293733692e-07
39.33,1.1720953685480379e-07
39.34,1.092570917015089e-07
39.35,1.0184420489486203e-07
39.36,9.493426842262734e-08
39.37,8.849315805689126e-08
39.38,8.248906483399033e-08
39.39,7.689233796823139e-08
39.4,7.167533842357804e-08
39.41,6.681230242026152e-08
39.42,6.227921420218713e-08
39.43,5.8053687436848906e-08
39.44,5.411485466200702e-08
39.45,5.044326423322454e-08
39.46,4.702078426331778e-08
39.47,4.383051307931083e-08
39.48,4.085669575473993e-08
39.49,3.808464630506994e-08
39.5,3.550067516201635e-08
39.51,3.3092021568577106e-08
39.52,3.084679056095213e-08
39.53,2.8753894226118446e-08
39.54,2.680299694495309e-08
39.55,2.4984464350522883e-08
39.56,2.328931574944865e-08
39.57,2.170917977139632e-08
39.58,2.0236253027655342e-08
39.59,1.8863261574664827e-08
39.6,1.758342499216467e-08
39.61,1.6390422898568952e-08
39.62,1.527836373821622e-08
39.63,1.4241755686340984e-08
39.64,1.327547952809226e-08
39.65,1.2374763377651799e-08
39.66,1.1535159112619846e-08
39.67,1.075252040727906e-08
39.68,1.0022982256262933e-08
39.69,9.342941887499548e-09
39.7,8.709040970180852e-09
39.71,8.118149029886715e-09
39.72,7.567347988957939e-09
39.73,7.053917755779986e-09
39.74,6.575322791803786e-09
39.75,6.1291995899710685e-09
39.76,5.7133450027015326e-09
39.77,5.325705361806799e-09
39.78,4.964366336597491e-09
39.79,4.6275434800962116e-09
39.8,4.3135734166745494e-09
39.81,4.020905627590882e-09
39.82,3.748094793865128e-09
39.83,3.4937936586728184e-09
39.84,3.256746374014198e-09
39.85,3.0357822987990156e-09
39.86,2.829810217718003e-09
39.87,2.637812952354705e-09
39.88,2.458842337922221e-09
39.89,2.292014540819535e-09
39.9,2.1365056938816953e-09
39.91,1.9915478277710926e-09
39.92,1.856425078415527e-09
39.93,1.7304701517649904e-09
39.94,1.6130610284070289e-09
39.95,1.503617891768622e-09
39.96,1.4016002647336568e-09
39.97,1.3065043405347781e-09
39.98,1.2178604947399735e-09
39.99,1.135230966045722e-09
40.0,1.0582076944242523e-09
40.01,9.864103059478978e-10
40.02,9.19484234339811e-10
40.03,8.570989699738267e-10
40.04,7.98946427675998e-10
